case,completeTime,b0,b1,b2,b3,b4,b5,b6,b7,b8
6,6973824,0,0,0,0,0,0,0,1,0
6,1655622,0,0,0,0,0,0,0,1,0
6,4091039,0,0,0,0,0,0,1,0,0
6,4993836,0,0,0,0,0,0,1,0,0
6,2319908,0,0,0,0,0,0,1,0,0
7,1122900,0,0,0,0,1,0,0,0,0
7,3987003,0,1,0,0,0,0,0,0,0
7,5908366,0,0,0,0,0,0,0,0,1
7,1499954,0,0,0,0,0,1,0,0,0
7,5292458,0,0,0,0,0,0,0,1,0
7,5543752,0,0,1,0,0,0,0,0,0
7,1172863,0,0,1,0,0,0,0,0,0
7,528400,0,0,0,0,0,0,0,1,0
7,604105,0,1,0,0,0,0,0,0,0
7,1690694,0,1,0,0,0,0,0,0,0
8,4460641,0,0,0,1,0,0,0,0,0
8,2767691,0,0,1,0,0,0,0,0,0
8,2230988,0,0,1,0,0,0,0,0,0
8,3965922,1,0,0,0,0,0,0,0,0
8,768713,0,0,0,0,0,0,0,1,0
8,4770057,0,0,0,0,0,0,0,1,0
8,4894187,0,0,0,0,0,0,0,0,1
8,4700231,0,0,0,0,0,0,0,0,1
8,2956685,1,0,0,0,0,0,0,0,0
8,2460741,0,0,0,0,0,0,0,0,1
9,505929,0,0,0,0,0,1,0,0,0
9,1518034,0,0,0,0,1,0,0,0,0
9,5723867,0,1,0,0,0,0,0,0,0
9,6006012,0,0,1,0,0,0,0,0,0
9,6559238,0,1,0,0,0,0,0,0,0
9,4540156,1,0,0,0,0,0,0,0,0
9,1558771,0,1,0,0,0,0,0,0,0
9,926469,0,0,0,0,0,0,0,0,1
9,1833264,0,1,0,0,0,0,0,0,0
9,5763218,0,0,0,0,0,0,0,0,1
10,3810803,0,0,0,0,0,0,0,1,0
10,4616726,0,0,0,0,0,0,1,0,0
10,2619027,1,0,0,0,0,0,0,0,0
10,6309760,0,0,0,0,0,0,0,0,1
10,126957,0,0,0,0,0,0,0,1,0
10,6402041,0,0,0,1,0,0,0,0,0
10,823995,0,0,0,0,0,0,0,1,0
10,6565058,0,0,0,0,0,0,0,0,1
10,3394374,0,0,0,0,0,0,0,1,0
10,3811804,0,0,0,0,0,0,0,0,1
11,2086154,1,0,0,0,0,0,0,0,0
11,1367157,0,0,0,0,1,0,0,0,0
11,5092325,1,0,0,0,0,0,0,0,0
11,3789196,0,1,0,0,0,0,0,0,0
11,2041559,0,0,1,0,0,0,0,0,0
11,6183321,0,0,0,0,0,0,0,0,1
11,5104506,0,0,0,1,0,0,0,0,0
11,1320118,0,0,0,0,0,0,1,0,0
11,4151726,0,0,0,0,0,0,0,1,0
11,5061687,0,0,0,0,0,0,0,0,1
12,1287944,0,0,0,0,0,1,0,0,0
12,5913251,0,1,0,0,0,0,0,0,0
12,3705187,1,0,0,0,0,0,0,0,0
12,5662503,0,1,0,0,0,0,0,0,0
12,7545877,0,0,0,0,0,0,1,0,0
12,3880772,1,0,0,0,0,0,0,0,0
12,5897925,0,0,0,0,0,0,0,1,0
12,5915691,0,0,0,1,0,0,0,0,0
12,487982,1,0,0,0,0,0,0,0,0
12,5856464,0,0,0,0,0,0,1,0,0
13,3491040,1,0,0,0,0,0,0,0,0
13,2936273,0,1,0,0,0,0,0,0,0
13,2722446,1,0,0,0,0,0,0,0,0
13,6584929,0,0,0,0,0,0,1,0,0
13,6598462,0,0,0,0,1,0,0,0,0
13,366897,0,0,0,0,0,0,1,0,0
13,7161587,0,0,0,0,0,0,1,0,0
13,920798,0,0,1,0,0,0,0,0,0
13,4071128,1,0,0,0,0,0,0,0,0
13,1442003,1,0,0,0,0,0,0,0,0
14,500167,0,0,1,0,0,0,0,0,0
14,2057629,0,0,0,0,0,1,0,0,0
14,2805146,0,0,0,1,0,0,0,0,0
14,529211,1,0,0,0,0,0,0,0,0
14,3549522,0,0,0,0,0,0,1,0,0
14,2183974,0,0,0,0,0,0,1,0,0
14,5047484,0,0,0,0,0,1,0,0,0
14,4739486,0,0,1,0,0,0,0,0,0
14,2130139,0,1,0,0,0,0,0,0,0
14,3577500,0,0,1,0,0,0,0,0,0
15,5033462,0,0,0,0,1,0,0,0,0
15,4773764,0,1,0,0,0,0,0,0,0
15,4255053,0,0,0,0,1,0,0,0,0
15,5013304,0,1,0,0,0,0,0,0,0
15,824505,0,1,0,0,0,0,0,0,0
15,427108,0,0,0,1,0,0,0,0,0
15,3679661,0,1,0,0,0,0,0,0,0
15,6865971,0,0,0,0,0,0,0,0,1
15,1080500,1,0,0,0,0,0,0,0,0
15,3455935,0,0,0,0,0,0,1,0,0
16,5193425,0,0,0,0,0,0,0,0,1
16,189342,0,0,1,0,0,0,0,0,0
16,4642977,0,0,0,1,0,0,0,0,0
16,2355051,0,0,0,0,0,0,0,1,0
16,2985446,0,0,0,0,0,0,1,0,0
16,6389806,0,0,1,0,0,0,0,0,0
16,1511823,0,0,0,0,1,0,0,0,0
16,4863284,0,0,0,1,0,0,0,0,0
16,505503,0,0,0,0,1,0,0,0,0
16,2960689,0,0,0,0,0,0,1,0,0
17,395925,0,0,0,0,1,0,0,0,0
17,6216637,0,1,0,0,0,0,0,0,0
17,1641072,0,0,0,0,1,0,0,0,0
17,1788962,0,1,0,0,0,0,0,0,0
17,1200400,0,0,0,0,0,0,0,1,0
17,2836602,0,0,0,0,0,0,1,0,0
17,494979,0,1,0,0,0,0,0,0,0
17,6571559,0,0,0,1,0,0,0,0,0
17,7393728,0,0,1,0,0,0,0,0,0
17,96748,0,0,0,0,0,0,1,0,0
18,383391,0,0,0,0,1,0,0,0,0
18,5513625,0,0,0,0,0,0,1,0,0
18,5227090,0,0,1,0,0,0,0,0,0
18,4470451,0,0,0,0,1,0,0,0,0
18,3518912,0,1,0,0,0,0,0,0,0
18,7863547,0,0,0,0,0,1,0,0,0
18,1526450,0,0,0,1,0,0,0,0,0
18,4830326,0,0,0,0,0,0,1,0,0
18,7264498,0,0,1,0,0,0,0,0,0
18,433015,0,0,0,0,0,0,0,1,0
19,5461026,0,0,0,0,0,0,0,1,0
19,6622988,0,0,0,0,0,0,0,1,0
19,709839,0,0,0,0,1,0,0,0,0
19,5003502,0,0,0,0,1,0,0,0,0
19,3702874,0,0,0,0,0,0,1,0,0
19,7483819,1,0,0,0,0,0,0,0,0
19,432358,0,0,0,0,0,1,0,0,0
19,130530,0,0,0,0,0,0,0,0,1
19,2025966,0,0,0,0,1,0,0,0,0
19,2492599,0,0,0,1,0,0,0,0,0
20,2775426,1,0,0,0,0,0,0,0,0
20,18849,0,0,0,0,1,0,0,0,0
20,7700410,0,0,1,0,0,0,0,0,0
20,1327286,0,0,0,0,0,0,0,1,0
20,1208366,0,0,0,1,0,0,0,0,0
20,4544137,0,0,0,0,0,0,0,1,0
20,5611364,0,0,1,0,0,0,0,0,0
20,7431446,1,0,0,0,0,0,0,0,0
20,3487414,0,0,0,0,0,0,1,0,0
20,6744640,0,0,0,1,0,0,0,0,0
21,6253824,0,0,0,0,0,0,0,1,0
21,1551958,0,0,0,1,0,0,0,0,0
21,1851517,0,0,0,0,0,0,0,1,0
21,1918185,0,0,0,1,0,0,0,0,0
21,7108650,0,1,0,0,0,0,0,0,0
21,5399004,0,0,0,0,0,0,1,0,0
21,165070,0,0,0,0,0,1,0,0,0
21,4795799,0,0,0,1,0,0,0,0,0
21,1000755,0,0,0,0,0,0,0,1,0
21,376214,1,0,0,0,0,0,0,0,0
22,7423544,0,0,0,0,0,0,1,0,0
22,1680086,0,0,0,0,1,0,0,0,0
22,2627430,0,0,0,0,0,0,1,0,0
22,5369269,0,0,0,0,1,0,0,0,0
22,3327579,0,0,1,0,0,0,0,0,0
22,3377553,0,0,0,0,0,1,0,0,0
22,3306671,0,1,0,0,0,0,0,0,0
22,3711398,0,0,1,0,0,0,0,0,0
22,5618173,1,0,0,0,0,0,0,0,0
22,6163102,0,1,0,0,0,0,0,0,0
23,4770848,0,0,0,0,0,0,0,1,0
23,2463915,0,1,0,0,0,0,0,0,0
23,7047328,0,0,0,0,0,0,0,1,0
23,4299580,0,0,0,0,1,0,0,0,0
23,7791337,0,0,1,0,0,0,0,0,0
23,1509114,0,0,0,0,0,1,0,0,0
23,7028449,0,0,0,0,0,0,1,0,0
23,1270367,0,0,0,1,0,0,0,0,0
23,4153921,0,0,0,0,1,0,0,0,0
23,1674273,0,0,0,0,0,0,0,1,0
24,6961593,0,1,0,0,0,0,0,0,0
24,5598115,0,0,0,1,0,0,0,0,0
24,1774105,0,0,0,0,0,1,0,0,0
24,7645127,0,0,0,1,0,0,0,0,0
24,7218881,0,0,0,0,0,0,0,0,1
24,2514758,0,0,0,0,0,1,0,0,0
24,4068130,0,0,0,0,0,0,0,1,0
24,1337440,0,0,0,0,0,0,0,0,1
24,4961216,0,0,0,0,0,0,1,0,0
24,4812381,0,0,0,0,0,1,0,0,0
25,2833551,1,0,0,0,0,0,0,0,0
25,3134370,0,0,0,0,0,0,0,0,1
25,1673104,0,0,0,0,0,0,0,1,0
25,187990,0,0,0,0,0,0,0,0,1
25,2567759,0,0,0,1,0,0,0,0,0
25,2353414,0,0,0,0,0,0,1,0,0
25,1570448,1,0,0,0,0,0,0,0,0
25,4459646,0,0,0,0,0,0,1,0,0
25,3796870,0,0,0,0,1,0,0,0,0
25,2857881,0,0,0,0,0,0,0,0,1
26,2968369,0,0,0,1,0,0,0,0,0
26,2230031,0,0,0,1,0,0,0,0,0
26,3183847,0,0,0,0,0,0,0,0,1
26,3161452,0,0,0,0,0,0,0,0,1
26,1251521,0,0,0,0,0,0,0,0,1
26,3373757,0,0,0,1,0,0,0,0,0
26,1611096,0,1,0,0,0,0,0,0,0
26,2777639,1,0,0,0,0,0,0,0,0
26,235003,0,0,0,0,0,0,0,1,0
26,2264352,0,0,0,0,0,0,0,0,1
27,1684931,0,0,0,0,0,0,0,1,0
27,3598287,0,0,0,1,0,0,0,0,0
27,6171391,0,0,0,1,0,0,0,0,0
27,2519611,0,0,0,0,0,0,1,0,0
27,4796012,1,0,0,0,0,0,0,0,0
27,582551,0,0,0,0,0,0,0,1,0
27,18405,0,0,0,0,0,0,0,1,0
27,5760868,0,0,0,0,0,1,0,0,0
27,4966678,1,0,0,0,0,0,0,0,0
27,4278836,0,1,0,0,0,0,0,0,0
28,1624944,1,0,0,0,0,0,0,0,0
28,7569313,0,0,0,0,0,0,1,0,0
28,5963790,0,0,0,0,0,0,0,0,1
28,1457325,0,0,0,0,1,0,0,0,0
28,4311933,0,0,1,0,0,0,0,0,0
28,4010714,0,0,0,0,0,0,1,0,0
28,6532477,0,0,0,0,0,0,0,0,1
28,1047338,0,0,0,0,1,0,0,0,0
28,5983484,1,0,0,0,0,0,0,0,0
28,4175043,1,0,0,0,0,0,0,0,0
29,5330481,0,0,0,0,0,0,0,0,1
29,5327830,0,0,0,0,0,0,1,0,0
29,1854483,0,0,0,0,0,1,0,0,0
29,7517504,0,0,1,0,0,0,0,0,0
29,1121195,0,0,0,0,0,0,1,0,0
29,347673,0,0,0,1,0,0,0,0,0
29,335357,0,0,1,0,0,0,0,0,0
29,4741472,0,0,1,0,0,0,0,0,0
29,1335079,0,0,0,0,1,0,0,0,0
29,1656218,0,0,0,0,1,0,0,0,0
30,4581185,1,0,0,0,0,0,0,0,0
30,2693992,0,0,0,0,0,0,1,0,0
30,7897025,0,0,1,0,0,0,0,0,0
30,4934572,0,0,0,0,0,0,0,1,0
30,1829237,0,1,0,0,0,0,0,0,0
30,7320011,0,0,1,0,0,0,0,0,0
30,2327889,0,0,1,0,0,0,0,0,0
30,7885296,0,0,0,1,0,0,0,0,0
30,1741262,0,0,0,1,0,0,0,0,0
30,7220263,0,0,0,0,0,1,0,0,0
31,662841,0,0,0,0,0,0,0,1,0
31,4161261,0,1,0,0,0,0,0,0,0
31,342151,1,0,0,0,0,0,0,0,0
31,7643202,1,0,0,0,0,0,0,0,0
31,7322166,0,0,0,0,1,0,0,0,0
31,7258119,0,0,0,1,0,0,0,0,0
31,6010691,0,0,0,0,0,1,0,0,0
31,3623949,0,0,0,0,0,0,1,0,0
31,3027745,0,1,0,0,0,0,0,0,0
31,829347,1,0,0,0,0,0,0,0,0
32,1894711,0,0,0,0,0,0,0,0,1
32,7530037,0,0,0,0,0,0,0,0,1
32,6171498,0,0,0,0,0,0,0,1,0
32,3017192,0,0,0,1,0,0,0,0,0
32,1277143,0,0,0,0,0,0,1,0,0
32,257303,0,0,1,0,0,0,0,0,0
32,3819750,0,0,0,0,0,1,0,0,0
32,2859611,0,0,0,0,0,0,0,1,0
32,91455,0,0,0,0,0,1,0,0,0
32,6980111,0,0,0,0,1,0,0,0,0
33,6362472,0,0,0,0,0,1,0,0,0
33,3648432,1,0,0,0,0,0,0,0,0
33,4097503,0,0,0,0,0,0,0,1,0
33,1989502,0,0,0,0,1,0,0,0,0
33,3985796,0,0,0,0,0,1,0,0,0
33,2048989,0,0,0,0,0,0,0,0,1
33,6517266,0,1,0,0,0,0,0,0,0
33,385019,0,0,1,0,0,0,0,0,0
33,4698705,0,0,0,0,0,0,0,0,1
33,2514899,1,0,0,0,0,0,0,0,0
34,2251704,0,0,0,1,0,0,0,0,0
34,2388430,0,0,0,0,1,0,0,0,0
34,6810170,0,0,1,0,0,0,0,0,0
34,4620905,0,0,0,0,0,1,0,0,0
34,5538768,0,0,0,0,0,1,0,0,0
34,775627,0,0,1,0,0,0,0,0,0
34,2249773,0,0,0,0,1,0,0,0,0
34,5741416,0,1,0,0,0,0,0,0,0
34,4224541,0,0,0,0,0,0,0,1,0
34,246770,0,0,0,0,0,0,0,1,0
35,684451,0,0,0,0,0,1,0,0,0
35,1896020,0,0,0,0,1,0,0,0,0
35,6238781,0,0,0,0,0,0,1,0,0
35,5511548,0,0,0,0,1,0,0,0,0
35,5376112,0,0,1,0,0,0,0,0,0
35,1683583,0,0,0,1,0,0,0,0,0
35,6354309,0,0,0,0,0,0,1,0,0
35,805838,0,0,0,0,0,1,0,0,0
35,7458369,0,0,1,0,0,0,0,0,0
35,2163603,0,0,0,1,0,0,0,0,0
36,1289788,0,0,0,0,0,0,1,0,0
36,3646966,0,0,1,0,0,0,0,0,0
36,615793,0,0,0,0,0,0,0,0,1
36,1566365,0,1,0,0,0,0,0,0,0
36,7848441,0,1,0,0,0,0,0,0,0
36,4968482,0,0,0,0,0,0,0,0,1
36,3401666,0,1,0,0,0,0,0,0,0
36,666954,0,0,0,1,0,0,0,0,0
36,7277113,0,0,0,0,0,1,0,0,0
36,1730569,0,0,0,1,0,0,0,0,0
37,7176709,1,0,0,0,0,0,0,0,0
37,5037375,0,0,0,0,0,0,0,0,1
37,6713049,0,0,0,0,0,0,0,1,0
37,4770567,0,0,1,0,0,0,0,0,0
37,5273056,0,0,0,0,0,1,0,0,0
37,3432442,0,0,0,0,0,1,0,0,0
37,1209555,0,0,1,0,0,0,0,0,0
37,2964772,1,0,0,0,0,0,0,0,0
37,1259595,0,0,0,1,0,0,0,0,0
37,518004,0,0,1,0,0,0,0,0,0
38,2784004,0,0,0,0,0,1,0,0,0
38,110663,0,0,0,0,0,0,0,0,1
38,6572394,0,0,0,0,0,0,0,0,1
38,5534228,0,1,0,0,0,0,0,0,0
38,6009146,0,0,0,0,0,0,0,0,1
38,4239659,0,0,0,1,0,0,0,0,0
38,6324748,0,0,0,0,1,0,0,0,0
38,4398625,1,0,0,0,0,0,0,0,0
38,4425309,0,0,0,0,0,0,1,0,0
38,5035859,0,0,0,0,0,0,0,0,1
39,1187653,0,0,1,0,0,0,0,0,0
39,5585093,0,1,0,0,0,0,0,0,0
39,6185904,0,0,0,0,0,0,0,1,0
39,5605475,0,0,0,0,0,1,0,0,0
39,4609244,0,0,0,0,1,0,0,0,0
39,5014020,0,0,0,1,0,0,0,0,0
39,300502,0,0,0,0,0,0,1,0,0
39,5033600,0,0,0,0,0,0,1,0,0
39,917337,0,0,1,0,0,0,0,0,0
39,6318168,0,1,0,0,0,0,0,0,0
40,5766599,0,0,0,0,0,0,1,0,0
40,7581484,0,0,0,0,1,0,0,0,0
40,5921426,0,1,0,0,0,0,0,0,0
40,1800003,0,0,0,0,0,0,0,0,1
40,2627438,1,0,0,0,0,0,0,0,0
40,632043,0,0,0,0,0,0,1,0,0
40,1052398,1,0,0,0,0,0,0,0,0
40,1823439,0,0,0,0,1,0,0,0,0
40,1983354,0,0,0,0,0,0,1,0,0
40,4990823,0,0,0,0,0,1,0,0,0
41,7406804,0,0,1,0,0,0,0,0,0
41,5338727,0,0,0,0,0,0,1,0,0
41,2880097,0,0,0,0,0,0,1,0,0
41,3591587,0,0,0,0,1,0,0,0,0
41,7704851,0,0,0,0,0,0,0,1,0
41,5973584,0,0,0,1,0,0,0,0,0
41,2980407,0,0,0,0,0,0,0,0,1
41,3558727,1,0,0,0,0,0,0,0,0
41,7311413,0,0,0,0,0,0,1,0,0
41,3413818,0,0,0,1,0,0,0,0,0
42,2550081,1,0,0,0,0,0,0,0,0
42,4490061,0,1,0,0,0,0,0,0,0
42,1523057,0,1,0,0,0,0,0,0,0
42,1513216,0,0,0,0,0,0,0,0,1
42,3230982,0,0,0,1,0,0,0,0,0
42,3732246,1,0,0,0,0,0,0,0,0
42,1836179,0,1,0,0,0,0,0,0,0
42,3713936,0,0,0,0,0,0,0,1,0
42,6479566,0,0,0,0,0,0,0,1,0
42,5930547,0,0,0,0,0,1,0,0,0
43,4411892,0,1,0,0,0,0,0,0,0
43,7445418,0,0,0,0,0,1,0,0,0
43,5594799,1,0,0,0,0,0,0,0,0
43,5759286,1,0,0,0,0,0,0,0,0
43,6368897,0,0,0,1,0,0,0,0,0
43,5891421,1,0,0,0,0,0,0,0,0
43,6109366,0,0,0,0,0,0,1,0,0
43,3397798,0,0,0,0,0,0,0,0,1
43,2917046,0,0,0,0,0,0,0,1,0
43,645352,1,0,0,0,0,0,0,0,0
44,6379553,0,0,1,0,0,0,0,0,0
44,2813010,0,0,0,0,1,0,0,0,0
44,1860606,0,1,0,0,0,0,0,0,0
44,2888460,0,0,0,0,0,0,0,1,0
44,3357800,0,0,0,0,0,1,0,0,0
44,7189016,0,0,1,0,0,0,0,0,0
44,6875221,0,0,0,0,0,0,0,1,0
44,4282515,0,0,0,0,0,0,1,0,0
44,3494510,0,0,0,0,1,0,0,0,0
44,3262553,0,0,0,1,0,0,0,0,0
45,3758441,0,0,0,0,0,0,0,0,1
45,448661,0,0,1,0,0,0,0,0,0
45,3047672,0,0,0,1,0,0,0,0,0
45,7260836,0,0,0,1,0,0,0,0,0
45,6239009,0,0,1,0,0,0,0,0,0
45,5749357,0,0,0,0,0,0,1,0,0
45,3859511,1,0,0,0,0,0,0,0,0
45,2005534,0,0,0,0,1,0,0,0,0
45,796470,0,0,0,1,0,0,0,0,0
45,7290163,1,0,0,0,0,0,0,0,0
46,24133,0,0,0,0,0,1,0,0,0
46,472231,0,0,0,1,0,0,0,0,0
46,1078229,0,0,0,0,1,0,0,0,0
46,4559701,0,0,0,1,0,0,0,0,0
46,436965,1,0,0,0,0,0,0,0,0
46,7497442,0,0,0,0,0,1,0,0,0
46,6780283,0,0,1,0,0,0,0,0,0
46,3734752,0,0,0,0,0,0,0,1,0
46,1283031,0,0,0,0,1,0,0,0,0
46,4910307,0,0,0,0,0,1,0,0,0
47,1228191,0,1,0,0,0,0,0,0,0
47,2530472,1,0,0,0,0,0,0,0,0
47,4947892,0,0,0,0,0,0,0,1,0
47,1004282,0,0,0,0,0,0,0,0,1
47,5767496,0,0,0,1,0,0,0,0,0
47,5221829,1,0,0,0,0,0,0,0,0
47,2460957,0,0,0,1,0,0,0,0,0
47,6319867,0,0,0,0,0,0,1,0,0
47,1648359,1,0,0,0,0,0,0,0,0
47,4851535,0,0,1,0,0,0,0,0,0
48,341927,0,0,0,0,0,1,0,0,0
48,6187404,0,1,0,0,0,0,0,0,0
48,5160208,0,0,0,0,0,0,1,0,0
48,1182692,0,0,0,0,1,0,0,0,0
48,2325763,0,0,0,1,0,0,0,0,0
48,156397,0,0,0,0,1,0,0,0,0
48,7702264,0,1,0,0,0,0,0,0,0
48,1711448,0,0,0,0,0,0,1,0,0
48,7616706,0,0,0,0,1,0,0,0,0
48,5263036,0,0,0,0,0,0,0,0,1
49,862106,0,1,0,0,0,0,0,0,0
49,1362539,1,0,0,0,0,0,0,0,0
49,4919316,1,0,0,0,0,0,0,0,0
49,2509573,0,0,0,0,0,1,0,0,0
49,3097963,1,0,0,0,0,0,0,0,0
49,7212052,1,0,0,0,0,0,0,0,0
49,2190627,0,0,0,0,0,1,0,0,0
49,434773,0,0,1,0,0,0,0,0,0
49,6854556,0,0,0,0,1,0,0,0,0
49,2951111,0,0,0,0,0,0,0,0,1
50,2911767,0,1,0,0,0,0,0,0,0
50,4494278,0,0,0,0,0,1,0,0,0
50,3174621,0,0,0,0,0,0,0,1,0
50,86135,0,0,0,0,0,1,0,0,0
50,6696158,1,0,0,0,0,0,0,0,0
50,6510116,0,0,0,0,0,0,1,0,0
50,3218545,0,0,0,0,0,1,0,0,0
50,6875434,0,0,1,0,0,0,0,0,0
50,1407025,0,0,0,0,0,1,0,0,0
50,94415,0,0,1,0,0,0,0,0,0
51,1441205,0,0,0,0,0,1,0,0,0
51,3668291,0,0,1,0,0,0,0,0,0
51,3826950,1,0,0,0,0,0,0,0,0
51,1957568,1,0,0,0,0,0,0,0,0
51,4208612,0,1,0,0,0,0,0,0,0
51,4317606,0,0,0,0,0,0,0,1,0
51,6388511,0,0,0,0,0,0,1,0,0
51,1066830,0,1,0,0,0,0,0,0,0
51,5542645,0,0,0,1,0,0,0,0,0
51,3443241,0,0,0,1,0,0,0,0,0
52,7311684,0,0,0,0,0,0,0,0,1
52,5207080,1,0,0,0,0,0,0,0,0
52,3845206,0,0,0,0,0,0,1,0,0
52,6007353,0,0,0,0,0,0,0,0,1
52,2461863,0,0,1,0,0,0,0,0,0
52,5049984,0,0,0,0,0,1,0,0,0
52,7281719,0,0,0,0,1,0,0,0,0
52,3637706,0,1,0,0,0,0,0,0,0
52,4093251,0,1,0,0,0,0,0,0,0
52,3128756,0,0,0,1,0,0,0,0,0
53,1721696,0,1,0,0,0,0,0,0,0
53,3461544,0,0,0,0,0,0,1,0,0
53,829256,0,0,0,0,0,1,0,0,0
53,5420363,1,0,0,0,0,0,0,0,0
53,5838746,0,0,0,0,0,1,0,0,0
53,928614,0,0,0,0,0,0,0,0,1
53,1209839,0,0,0,0,1,0,0,0,0
53,1787010,0,0,0,0,0,0,0,0,1
53,3242088,0,0,0,0,0,0,0,0,1
53,792124,0,0,0,0,0,0,0,1,0
54,1481606,0,0,0,0,0,0,1,0,0
54,5084037,0,0,0,0,0,0,1,0,0
54,7192868,0,0,0,0,1,0,0,0,0
54,783594,0,0,0,0,0,0,0,1,0
54,849018,0,0,1,0,0,0,0,0,0
54,6044213,1,0,0,0,0,0,0,0,0
54,5845398,0,0,0,0,0,0,0,0,1
54,1378094,1,0,0,0,0,0,0,0,0
54,2603939,1,0,0,0,0,0,0,0,0
54,3037814,0,0,0,0,0,0,0,1,0
55,2615130,0,0,0,0,1,0,0,0,0
55,3530230,0,0,0,0,0,0,0,1,0
55,2783714,0,0,0,0,0,0,0,0,1
55,7427039,0,0,0,0,1,0,0,0,0
55,1600820,0,0,0,0,0,0,1,0,0
55,1124763,0,0,0,0,0,0,1,0,0
55,3370532,1,0,0,0,0,0,0,0,0
55,4833192,0,0,0,1,0,0,0,0,0
55,7029901,1,0,0,0,0,0,0,0,0
55,4298818,0,0,0,0,0,1,0,0,0
56,2693866,0,0,1,0,0,0,0,0,0
56,4287137,0,0,0,1,0,0,0,0,0
56,3334987,0,1,0,0,0,0,0,0,0
56,2614703,0,0,1,0,0,0,0,0,0
56,5229566,0,0,0,0,1,0,0,0,0
56,6066019,0,1,0,0,0,0,0,0,0
56,5487737,0,1,0,0,0,0,0,0,0
56,2937953,0,0,0,0,0,0,0,1,0
56,5879924,0,0,1,0,0,0,0,0,0
56,4834758,1,0,0,0,0,0,0,0,0
57,7602219,0,1,0,0,0,0,0,0,0
57,6927324,0,0,0,0,0,0,0,0,1
57,2117930,0,0,0,0,0,0,1,0,0
57,3472969,0,0,0,0,1,0,0,0,0
57,7112178,1,0,0,0,0,0,0,0,0
57,275684,0,0,0,0,0,1,0,0,0
57,5288948,0,0,1,0,0,0,0,0,0
57,681268,0,0,0,0,0,1,0,0,0
57,1350527,0,0,0,0,0,1,0,0,0
57,4894313,0,0,0,0,1,0,0,0,0
58,7040278,0,0,0,0,0,0,0,0,1
58,2358920,0,0,1,0,0,0,0,0,0
58,7892182,0,0,1,0,0,0,0,0,0
