case,completeTime,b0,b1,b2,b3,b4,b5,b6
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0
20,130542955,0,0,1,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0
22,147117334,0,0,1,0,0,0,0
22,188697824,0,0,1,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,0,0,0,0,0,0,0,0
23,157771440,0,0,1,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0
24,131579454,0,1,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
25,122934032,0,1,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,0,0,0,0,0,0,0,0
29,124479340,0,1,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0
30,124484781,0,0,1,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,0,0,0,0,0,0,0,0
32,127594427,0,0,1,0,0,0,0
32,129833006,0,0,1,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0
36,196114776,0,0,1,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,0,0,0,0,0,0,0,0
43,129231899,0,0,1,0,0,0,0
43,130544496,0,0,1,0,0,0,0
43,185054767,0,0,1,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0
44,129323639,0,0,1,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,0,0,0,0,0,0,0,0
45,129323695,0,0,1,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,0,0,0,0,0,0,0,0
46,129936217,0,0,1,0,0,0,0
46,130543036,0,0,1,0,0,0,0
46,185473875,0,0,1,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,0,0,0,0,0,0,0,0
49,147889895,0,0,1,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,0,0,0,0,0,0,0,0
50,131327660,0,1,0,0,0,0,0
50,144962608,0,0,1,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,0,0,0,0,0,0,0,0
51,131045390,0,0,1,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,0,0,0,0,0,0,0,0
52,185473886,0,0,1,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0
55,189365602,0,0,1,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,0,0,0,0,0,0,0,0
56,134350983,0,0,1,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,0,0,0,0,0,0,0,0
57,139596790,0,0,1,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,0,0,0,0,0,0,0,0
63,196114952,0,0,1,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0
65,135453025,0,1,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,0,0,0,0,0,0,0,0
66,133630846,0,1,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,0,0,0,0,0,0,0,0
71,155241509,0,0,1,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0
72,144459169,0,0,1,0,0,0,0
72,172179515,0,0,1,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0
76,184869479,0,0,1,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0
77,164499894,0,0,1,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0
82,176148582,0,0,1,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0
86,136170918,0,1,0,0,0,0,0
86,149191830,0,0,1,0,0,0,0
86,182122312,0,0,1,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0
87,189972755,0,0,1,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0
95,139608072,0,0,1,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
100,137793587,0,0,1,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0
104,139286934,0,0,1,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0
113,139506551,0,0,1,0,0,0,0
113,139532889,0,0,1,0,0,0,0
113,139596801,0,0,1,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0
114,199151645,0,0,1,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0
115,146425600,0,0,1,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0
117,155241733,0,0,1,0,0,0,0
117,172179712,0,0,1,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0
119,153158178,0,0,1,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0
120,146344782,0,0,1,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0
122,140391001,0,0,1,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0
124,165710005,0,0,1,0,0,0,0
124,187984086,0,0,1,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0
126,154561045,0,0,1,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0
129,142192212,0,0,1,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0
131,166219648,0,0,1,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0
135,147995651,0,0,1,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0
136,144627612,0,0,1,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
138,166219652,0,0,1,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0
144,146863421,0,0,1,0,0,0,0
144,162754132,0,0,1,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0
146,155241244,0,0,1,0,0,0,0
146,172179502,0,0,1,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,0,0,0,0,0,0,0,0
149,156627106,0,0,1,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,0,0,0,0,0,0,0,0
151,184532467,0,0,1,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,0,0
152,148323847,0,0,1,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0
153,154561100,0,0,1,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0
154,158022305,0,0,1,0,0,0,0
154,193534975,0,0,1,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0
155,153192989,0,0,1,0,0,0,0
155,172541943,0,0,1,0,0,0,0
156,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
156,0,0,0,0,0,0,0,0
