case,completeTime,b0,b1,b2,b3,b4,b5,b6
16,4536,0,0,0,0,0,1,0
16,5342,1,0,0,0,0,0,0
16,5891,0,1,0,0,0,0,0
17,4271,0,0,0,0,0,0,1
17,4491,0,0,0,0,0,1,0
17,5669,1,0,0,0,0,0,0
17,6239,0,1,0,0,0,0,0
18,4648,0,0,0,0,0,0,1
18,5219,0,0,0,0,0,1,0
18,5902,1,0,0,0,0,0,0
18,6047,0,1,0,0,0,0,0
19,5164,0,0,0,0,0,0,1
19,5204,0,0,0,0,0,1,0
19,6421,1,0,0,0,0,0,0
19,6968,0,1,0,0,0,0,0
20,5468,0,0,0,0,0,0,1
20,5984,0,0,0,0,0,1,0
20,6347,1,0,0,0,0,0,0
20,6501,0,1,0,0,0,0,0
21,5612,0,0,0,0,0,0,1
21,5878,0,0,0,0,0,1,0
21,6872,1,0,0,0,0,0,0
21,6965,0,1,0,0,0,0,0
22,5752,0,0,0,0,0,0,1
22,6195,0,0,0,0,0,1,0
22,6594,1,0,0,0,0,0,0
22,6866,0,1,0,0,0,0,0
23,6350,0,0,0,0,0,0,1
23,6774,0,0,0,0,0,1,0
23,7602,1,0,0,0,0,0,0
23,7654,0,1,0,0,0,0,0
24,6501,0,0,0,0,0,0,1
24,6568,0,0,0,0,0,1,0
24,7334,1,0,0,0,0,0,0
24,7518,0,1,0,0,0,0,0
25,6652,0,0,0,0,0,0,1
25,7119,0,0,0,0,0,1,0
25,8152,1,0,0,0,0,0,0
25,8542,0,1,0,0,0,0,0
26,7221,0,0,0,0,0,0,1
26,7298,0,0,0,0,0,1,0
26,8496,1,0,0,0,0,0,0
26,8950,0,1,0,0,0,0,0
27,7620,0,0,0,0,0,0,1
27,7767,0,0,0,0,0,1,0
27,8618,1,0,0,0,0,0,0
27,9138,0,1,0,0,0,0,0
28,8059,0,0,0,0,0,0,1
28,8096,0,0,0,0,0,1,0
28,9013,1,0,0,0,0,0,0
28,9022,0,1,0,0,0,0,0
29,8116,0,0,0,0,0,0,1
29,8389,0,0,0,0,0,1,0
29,9002,1,0,0,0,0,0,0
29,9373,0,1,0,0,0,0,0
30,8157,0,0,0,0,0,0,1
30,8719,0,0,0,0,0,1,0
30,9101,1,0,0,0,0,0,0
30,9630,0,1,0,0,0,0,0
31,8614,0,0,0,0,0,0,1
31,8797,0,0,0,0,0,1,0
31,9899,1,0,0,0,0,0,0
31,10414,0,1,0,0,0,0,0
32,8741,0,0,0,0,0,0,1
32,9336,0,0,0,0,0,1,0
32,10334,1,0,0,0,0,0,0
32,10862,0,1,0,0,0,0,0
33,9106,0,0,0,0,0,0,1
33,9388,0,0,0,0,0,1,0
33,9821,1,0,0,0,0,0,0
33,9957,0,1,0,0,0,0,0
34,9296,0,0,0,0,0,0,1
34,9810,0,0,0,0,0,1,0
34,10646,1,0,0,0,0,0,0
34,10905,0,1,0,0,0,0,0
35,9430,0,0,0,0,0,0,1
35,9626,0,0,0,0,0,1,0
35,10275,1,0,0,0,0,0,0
35,10708,0,1,0,0,0,0,0
36,9919,0,0,0,0,0,0,1
36,10188,0,0,0,0,0,1,0
36,11408,1,0,0,0,0,0,0
36,11711,0,1,0,0,0,0,0
37,10281,0,0,0,0,0,0,1
37,10802,0,0,0,0,0,1,0
37,11485,1,0,0,0,0,0,0
37,11880,0,1,0,0,0,0,0
38,10467,0,0,0,0,0,0,1
38,10492,0,0,0,0,0,1,0
38,11413,1,0,0,0,0,0,0
38,11600,0,1,0,0,0,0,0
39,10545,0,0,0,0,0,0,1
39,10675,0,0,0,0,0,1,0
39,11320,1,0,0,0,0,0,0
39,11561,0,1,0,0,0,0,0
40,10673,0,0,0,0,0,0,1
40,10831,0,0,0,0,0,1,0
40,11609,1,0,0,0,0,0,0
40,11945,0,1,0,0,0,0,0
41,10791,0,0,0,0,0,0,1
41,11386,0,0,0,0,0,1,0
41,12409,1,0,0,0,0,0,0
41,12727,0,1,0,0,0,0,0
42,11381,0,0,0,0,0,0,1
42,11436,0,0,0,0,0,1,0
42,12780,1,0,0,0,0,0,0
42,13054,0,1,0,0,0,0,0
43,11869,0,0,0,0,0,0,1
43,11934,0,0,0,0,0,1,0
43,12989,1,0,0,0,0,0,0
43,13100,0,1,0,0,0,0,0
44,12053,0,0,0,0,0,0,1
44,12432,0,0,0,0,0,1,0
44,13182,0,0,1,0,0,0,0
44,13460,0,1,0,0,0,0,0
45,12434,0,0,0,0,0,0,1
45,13029,0,0,0,0,0,1,0
45,14163,0,0,1,0,0,0,0
45,14521,0,1,0,0,0,0,0
46,12566,0,0,0,0,0,0,1
46,12797,0,0,0,0,0,1,0
46,13520,0,0,1,0,0,0,0
46,13630,0,1,0,0,0,0,0
47,13140,0,0,0,0,0,0,1
47,13473,0,0,0,0,0,1,0
47,14253,0,0,1,0,0,0,0
47,14745,0,1,0,0,0,0,0
48,13490,0,0,0,0,0,0,1
48,14045,0,0,0,0,0,1,0
48,15653,0,0,1,0,0,0,0
48,15924,0,1,0,0,0,0,0
49,13852,0,0,0,0,0,0,1
49,14209,0,0,0,0,0,1,0
49,15647,0,0,1,0,0,0,0
49,15932,0,1,0,0,0,0,0
50,14293,0,0,0,0,0,0,1
50,14433,0,0,0,0,0,1,0
50,15056,0,0,1,0,0,0,0
50,15183,0,1,0,0,0,0,0
51,14352,0,0,0,0,0,0,1
51,14436,0,0,0,0,0,1,0
51,15217,0,0,1,0,0,0,0
51,15333,0,1,0,0,0,0,0
52,14791,0,0,0,0,0,0,1
52,15212,0,0,0,0,0,1,0
52,15837,0,0,1,0,0,0,0
52,16023,0,1,0,0,0,0,0
53,15232,0,0,0,0,0,0,1
53,15617,0,0,0,0,0,1,0
53,16492,0,0,1,0,0,0,0
53,16617,0,1,0,0,0,0,0
54,15758,0,0,0,0,0,0,1
54,16192,0,0,0,0,0,1,0
54,16972,0,0,1,0,0,0,0
54,17117,0,1,0,0,0,0,0
55,16116,0,0,0,0,0,0,1
55,16620,0,0,0,0,0,1,0
55,16908,0,0,1,0,0,0,0
55,17011,0,1,0,0,0,0,0
56,16627,0,0,0,0,0,0,1
56,16917,0,0,0,0,0,1,0
56,18069,1,0,0,0,0,0,0
56,18243,0,1,0,0,0,0,0
57,17220,0,0,0,0,0,0,1
57,17347,0,0,0,0,0,1,0
57,18902,1,0,0,0,0,0,0
57,19405,0,1,0,0,0,0,0
58,17378,0,0,0,0,0,0,1
58,17623,0,0,0,0,0,1,0
58,18565,1,0,0,0,0,0,0
58,19087,0,1,0,0,0,0,0
59,17962,0,0,0,0,0,0,1
59,18238,0,0,0,0,0,1,0
59,19476,1,0,0,0,0,0,0
59,19894,0,1,0,0,0,0,0
60,18184,0,0,0,0,0,0,1
60,18602,0,0,0,0,0,1,0
60,19677,1,0,0,0,0,0,0
60,19902,0,1,0,0,0,0,0
61,18486,0,0,0,0,0,0,1
61,18780,0,0,0,0,0,1,0
61,19638,1,0,0,0,0,0,0
61,19702,0,1,0,0,0,0,0
62,18786,0,0,0,0,0,0,1
62,19242,0,0,0,0,0,1,0
62,19639,1,0,0,0,0,0,0
62,19977,0,1,0,0,0,0,0
63,19218,0,0,0,0,0,0,1
63,19700,0,0,0,0,0,1,0
63,20752,1,0,0,0,0,0,0
63,21211,0,1,0,0,0,0,0
64,19704,0,0,0,0,0,0,1
64,20179,0,0,0,0,0,1,0
64,21550,1,0,0,0,0,0,0
64,22123,0,1,0,0,0,0,0
65,20050,0,0,0,0,0,0,1
65,20603,0,0,0,0,0,1,0
65,21223,1,0,0,0,0,0,0
65,21511,0,1,0,0,0,0,0
66,20180,0,0,0,0,0,0,1
66,20493,0,0,0,0,0,1,0
66,21639,1,0,0,0,0,0,0
66,21987,0,1,0,0,0,0,0
67,20230,0,0,0,0,0,0,1
67,20797,0,0,0,0,0,1,0
67,21792,1,0,0,0,0,0,0
67,22258,0,1,0,0,0,0,0
68,20395,0,0,0,0,0,0,1
68,20591,0,0,0,0,0,1,0
68,21945,1,0,0,0,0,0,0
68,21985,0,1,0,0,0,0,0
69,20819,0,0,0,0,0,0,1
69,21291,0,0,0,0,0,1,0
69,22481,1,0,0,0,0,0,0
69,22903,0,1,0,0,0,0,0
70,21362,0,0,0,0,0,0,1
70,21786,0,0,0,0,0,1,0
70,22146,1,0,0,0,0,0,0
70,22717,0,1,0,0,0,0,0
71,21409,0,0,0,0,0,0,1
71,21528,0,0,0,0,0,1,0
71,22118,1,0,0,0,0,0,0
71,22638,0,1,0,0,0,0,0
72,21866,0,0,0,0,0,0,1
72,22276,0,0,0,0,0,1,0
72,22958,1,0,0,0,0,0,0
72,23388,0,1,0,0,0,0,0
73,22437,0,0,0,0,0,0,1
73,22584,0,0,0,0,0,1,0
73,22817,1,0,0,0,0,0,0
73,23385,0,1,0,0,0,0,0
74,22764,0,0,0,0,0,0,1
74,23299,0,0,0,0,0,1,0
74,24166,1,0,0,0,0,0,0
74,24628,0,1,0,0,0,0,0
75,23194,0,0,0,0,0,0,1
75,23792,0,0,0,0,0,1,0
75,24607,1,0,0,0,0,0,0
75,24863,0,1,0,0,0,0,0
76,23310,0,0,0,0,0,0,1
76,23691,0,0,0,0,0,1,0
76,23949,1,0,0,0,0,0,0
76,24305,0,1,0,0,0,0,0
77,23502,0,0,0,0,0,0,1
77,24089,0,0,0,0,0,1,0
77,24972,1,0,0,0,0,0,0
77,25347,0,1,0,0,0,0,0
78,24071,0,0,0,0,0,0,1
78,24093,0,0,0,0,0,1,0
78,25246,1,0,0,0,0,0,0
78,25350,0,1,0,0,0,0,0
79,24144,0,0,0,0,0,0,1
79,24255,0,0,0,0,0,1,0
79,25147,1,0,0,0,0,0,0
79,25360,0,1,0,0,0,0,0
80,24275,0,0,0,0,0,0,1
80,24648,0,0,0,0,0,1,0
80,25180,1,0,0,0,0,0,0
80,25475,0,1,0,0,0,0,0
81,24348,0,0,0,0,0,0,1
81,24491,0,0,0,0,0,1,0
81,24824,1,0,0,0,0,0,0
81,25423,0,1,0,0,0,0,0
82,24850,0,0,0,0,0,0,1
82,25068,0,0,0,0,0,1,0
82,26127,1,0,0,0,0,0,0
82,26508,0,1,0,0,0,0,0
83,25235,0,0,0,0,0,0,1
83,25257,0,0,0,0,0,1,0
83,25592,1,0,0,0,0,0,0
83,25670,0,1,0,0,0,0,0
84,25542,0,0,0,0,0,0,1
84,25868,0,0,0,0,0,1,0
84,26621,1,0,0,0,0,0,0
84,26626,0,1,0,0,0,0,0
85,26099,0,0,0,0,0,0,1
85,26155,0,0,0,0,0,1,0
85,26843,1,0,0,0,0,0,0
85,27232,0,1,0,0,0,0,0
86,26531,0,0,0,0,0,0,1
86,26706,0,0,0,0,0,1,0
86,27500,1,0,0,0,0,0,0
86,28029,0,1,0,0,0,0,0
87,26536,0,0,0,0,0,0,1
87,27022,0,0,0,0,0,1,0
87,27521,1,0,0,0,0,0,0
87,27770,0,1,0,0,0,0,0
88,26760,0,0,0,0,0,0,1
88,27061,0,0,0,0,0,1,0
88,27580,1,0,0,0,0,0,0
88,27844,0,1,0,0,0,0,0
89,26992,0,0,0,0,0,0,1
89,27336,0,0,0,0,0,1,0
89,28191,1,0,0,0,0,0,0
89,28457,0,1,0,0,0,0,0
90,27572,0,0,0,0,0,0,1
90,28115,0,0,0,0,0,1,0
90,28357,0,0,1,0,0,0,0
90,28814,0,1,0,0,0,0,0
91,27727,0,0,0,0,0,0,1
91,28625,0,0,0,0,0,1,0
91,29303,1,0,0,0,0,0,0
91,29634,0,1,0,0,0,0,0
92,28177,0,0,0,0,0,0,1
92,28449,0,0,0,0,0,1,0
92,29220,0,0,1,0,0,0,0
92,29341,0,1,0,0,0,0,0
93,28482,0,0,0,0,0,0,1
93,29575,0,0,0,0,0,1,0
93,29707,1,0,0,0,0,0,0
93,29778,0,1,0,0,0,0,0
94,28796,0,0,0,0,0,0,1
94,29882,0,0,0,0,0,1,0
94,30334,1,0,0,0,0,0,0
94,30345,0,1,0,0,0,0,0
95,28850,0,0,0,0,0,0,1
95,29372,0,0,0,0,0,1,0
95,29418,1,0,0,0,0,0,0
95,29466,0,1,0,0,0,0,0
96,29060,0,0,0,0,0,0,1
96,30353,0,0,0,0,0,1,0
96,30463,1,0,0,0,0,0,0
96,30468,0,1,0,0,0,0,0
97,29377,0,0,0,0,0,0,1
97,30337,0,0,0,0,0,1,0
97,30916,1,0,0,0,0,0,0
97,31414,0,1,0,0,0,0,0
98,29686,0,0,0,0,0,0,1
98,30547,0,0,0,0,0,1,0
98,30955,1,0,0,0,0,0,0
98,31365,0,1,0,0,0,0,0
99,30120,0,0,0,0,0,0,1
99,31211,0,0,0,0,0,1,0
99,31377,1,0,0,0,0,0,0
99,31652,0,1,0,0,0,0,0
